id,season_type,two_way_winner,handicap_winner,over_under_result,home_line_margin,over_under,home_fatigue,away_fatigue
400278262,2,home,home,under,2.5,190.0,1,3
400278263,2,home,away,,-11.0,,2,3
400278264,2,home,home,,-0.0,,2,3
400278265,2,away,away,,-2.5,,2,3
400278266,2,away,away,,-7.0,,3,4
400278267,2,home,home,,3.0,,3,4
400278268,2,away,away,over,7.0,201.0,2,2
400278269,2,home,home,,-9.0,,3,3
400278270,2,away,away,,-4.0,,2,3
400278271,2,home,home,,-4.0,,2,2
400278272,2,home,home,,-11.5,,3,3
400278273,2,home,home,,-6.0,,2,2
400278274,2,away,home,,4.5,,3,3
400278275,2,home,home,,-5.0,,3,3
400278276,2,home,home,,-3.5,,1,2
400278277,2,home,home,,-10.0,,2,3
400278278,2,home,home,,-5.0,,3,4
400278279,2,away,away,,-1.5,,3,2
400278280,2,home,home,,-5.5,,3,4
400278281,2,home,home,,5.5,,3,3
400278282,2,away,away,,7.5,,4,3
400278283,2,home,home,,-5.5,,2,3
400278284,2,away,away,,-4.0,,2,3
400278285,2,away,away,,6.0,,4,3
400278286,2,home,tie,,-7.0,,2,3
400278287,2,away,away,over,-3.0,207.0,3,3
400278288,2,home,away,,-7.5,,3,3
400278289,2,home,home,,-7.0,,3,3
400278290,2,away,home,,2.5,,3,3
400278291,2,home,home,,3.0,,2,4
400278292,2,home,home,,-3.5,,3,3
400278293,2,away,away,,-7.5,,2,3
400278294,2,home,home,,-8.5,,3,3
400278295,2,home,home,,-4.0,,3,3
400278296,2,home,home,,-4.5,,2,3
400278297,2,home,away,,-5.0,,3,2
400278298,2,away,away,,-8.0,,4,3
400278299,2,away,away,,2.0,,2,3
400278300,2,away,away,under,5.5,195.0,2,3
400278301,2,away,away,under,4.5,193.0,3,3
400278302,2,away,away,,-1.0,,3,3
400278303,2,away,away,,-2.0,,3,3
400278304,2,away,away,under,-3.5,182.0,2,3
400278305,2,home,home,over,-3.5,190.0,2,3
400278306,2,away,away,over,-7.0,198.0,2,3
400278307,2,home,home,over,-4.5,196.0,4,3
400278308,2,home,away,under,-6.0,191.0,3,3
400278309,2,home,home,under,-9.5,191.0,3,3
400278310,2,home,away,under,-12.0,203.0,2,2
400278311,2,away,away,over,-10.0,204.0,3,3
400278312,2,away,home,over,4.5,206.0,3,3
400278313,2,away,away,under,2.0,205.0,3,3
400278314,2,away,away,under,4.5,197.0,3,3
400278315,2,away,away,under,2.0,176.0,3,3
400278316,2,away,away,over,-6.0,188.0,2,3
400278317,2,home,home,under,4.0,204.0,3,3
400278318,2,home,home,over,-9.0,199.0,1,3
400278319,2,away,away,over,-4.0,195.0,3,2
400278320,2,home,away,under,-13.0,197.0,3,3
400278321,2,home,home,over,4.5,202.0,3,3
400278322,2,away,away,over,3.0,202.0,3,3
400278323,2,home,home,over,1.5,185.0,1,3
400278324,2,home,home,over,1.0,209.0,3,3
400278325,2,away,away,,-5.0,,4,3
400278326,2,home,home,,-5.5,,3,4
400278327,2,away,away,,5.0,,4,4
400278328,2,home,away,,-10.0,,4,3
400278329,2,away,away,,-5.5,,1,3
400278330,2,home,home,,3.5,,3,4
400278331,2,away,home,,6.0,,2,3
400278332,2,home,home,,-0.0,,3,3
400278333,2,away,away,,-6.5,,3,3
400278334,2,home,home,,4.5,,2,3
400278335,2,home,home,,-4.5,,2,3
400278336,2,home,home,,-6.5,,2,2
400278337,2,away,away,,-2.0,,3,3
400278338,2,away,away,over,4.5,194.0,3,3
400278339,2,home,away,,-11.5,,1,2
400278340,2,home,away,under,-6.5,183.0,3,2
400278341,2,home,home,,-5.5,,3,3
400278342,2,away,away,,-0.0,,3,2
400278343,2,away,away,,6.0,,3,2
400278344,2,home,away,over,-10.0,193.0,3,2
400278345,2,home,away,,-7.5,,1,3
400278346,2,away,away,,-3.0,,3,1
400278347,2,home,home,,-1.0,,2,2
400278348,2,home,home,,3.0,,3,3
400278349,2,away,away,,-4.5,,3,3
400278350,2,away,away,,1.0,,3,1
400278351,2,home,home,,4.5,,1,3
400278352,2,home,home,,-5.0,,3,3
400278353,2,home,home,,-5.0,,3,3
400278354,2,home,home,,-10.0,,1,3
400278355,2,home,home,,4.0,,2,2
400278356,2,home,home,,-2.0,,3,3
400278357,2,home,home,,-5.0,,3,2
400278358,2,away,away,,-3.0,,3,3
400278359,2,away,away,,2.0,,1,3
400278360,2,away,away,,7.5,,3,3
400278361,2,home,home,,-5.0,,3,2
400278362,2,away,away,,-6.5,,2,2
400278363,2,home,home,,5.0,,2,2
400278364,2,home,home,,1.0,,3,3
400278365,2,home,away,,-3.5,,2,3
400278366,2,home,home,,-3.0,,3,3
400278367,2,home,home,,-3.5,,2,3
400278368,2,home,tie,,-9.0,,3,2
400278369,2,home,home,,-12.5,,2,3
400278370,2,home,home,,-2.5,,2,2
400278371,2,home,home,,2.0,,2,3
400278372,2,home,home,,4.0,,4,2
400278373,2,home,home,,3.0,,3,4
400278374,2,away,away,,-2.5,,2,4
400278375,2,away,away,,-7.5,,3,3
400278376,2,home,away,,-6.0,,2,3
400278377,2,home,home,,-6.0,,1,3
400278378,2,home,home,,-7.0,,3,3
400278379,2,away,away,,2.0,,3,3
400278380,2,away,away,,2.5,,2,3
400278381,2,away,away,,-4.5,,3,3
400278382,2,home,home,,-8.5,,3,3
400278383,2,home,away,,-11.0,,3,2
400278384,2,home,away,,-6.5,,2,2
400278385,2,away,away,,-3.0,,3,3
400278386,2,away,away,,3.5,,2,4
400278387,2,away,away,,-1.0,,3,2
400278388,2,home,away,,-3.0,,3,2
400278389,2,home,away,,-6.5,,3,3
400278390,2,home,home,,-4.5,,2,3
400278391,2,home,home,,-7.5,,2,3
400278392,2,home,home,,-5.5,,3,3
400278393,2,home,home,,-10.0,,3,3
400278394,2,home,away,,-7.5,,2,3
400278395,2,away,away,,2.0,,3,2
400278396,2,away,away,,-1.5,,3,3
400278397,2,away,away,,5.5,,2,3
400278398,2,home,home,,-14.5,,2,2
400278399,2,home,home,,-6.0,,2,3
400278400,2,home,away,,-7.0,,3,3
400278401,2,home,home,,4.0,,3,3
400278402,2,home,home,,-7.5,,2,3
400278403,2,home,tie,,-3.0,,4,3
400278404,2,home,home,,5.0,,3,3
400278405,2,home,home,,2.5,,3,2
400278406,2,home,home,,-9.5,,2,3
400278407,2,home,home,,-3.0,,3,3
400278408,2,home,home,,-6.0,,3,3
400278409,2,home,home,,-7.0,,3,3
400278410,2,home,home,,-6.5,,3,2
400278411,2,home,home,,-7.5,,3,3
400278412,2,home,home,,-9.0,,3,3
400278413,2,home,home,,-5.0,,3,3
400278414,2,away,away,,-3.5,,3,3
400278415,2,away,away,,3.0,,2,3
400278416,2,away,away,,-6.5,,1,3
400278417,2,home,home,,-11.5,,2,3
400278418,2,home,home,,9.0,,2,1
400278419,2,home,home,,-12.5,,2,2
400278420,2,home,home,,-2.0,,2,3
400278421,2,home,away,,-10.0,,3,3
400278422,2,home,away,,-11.5,,1,3
400278423,2,home,home,,-4.0,,3,3
400278424,2,home,home,,-8.5,,3,3
400278425,2,home,home,,1.0,,2,3
400278426,2,away,home,,3.0,,3,3
400278427,2,away,away,,5.0,,3,2
400278428,2,home,home,,-7.5,,2,3
400278429,2,home,home,,4.0,,3,3
400440940,2,home,home,over,-5.5,176.0,2,3
400278430,2,home,home,,-9.5,,3,4
400278431,2,home,away,,-14.5,,3,2
400278432,2,home,home,,-9.0,,2,3
400278433,2,away,away,,-2.5,,3,3
400278434,2,home,away,,-9.5,,3,3
400278435,2,home,home,,-5.0,,3,2
400278436,2,away,away,,-2.5,,2,3
400278437,2,away,away,,-8.5,,2,3
400278438,2,home,home,,-3.5,,2,2
400278439,2,home,home,,-6.0,,2,3
400278440,2,away,away,,-0.0,,2,2
400278441,2,away,away,,-2.5,,2,3
400278442,2,home,home,,5.0,,3,3
400278443,2,away,away,,6.0,,3,3
400278444,2,home,home,,-6.0,,2,2
400278445,2,home,home,,-3.0,,2,3
400278446,2,home,away,,-8.0,,3,2
400278447,2,away,away,,1.0,,3,2
400278448,2,home,home,,-6.0,,2,3
400278449,2,home,home,,-8.5,,3,3
400278450,2,home,home,,-5.5,,3,3
400278451,2,away,away,,4.5,,3,1
400278452,2,home,home,,-4.5,,3,3
400278453,2,home,home,,-2.5,,3,3
400278454,2,home,home,,-6.0,,2,3
400278455,2,home,home,,2.5,,3,2
400278456,2,away,away,,6.0,,3,3
400278457,2,away,away,,-7.5,,3,2
400278458,2,away,away,,-5.0,,3,2
400278459,2,home,home,,4.0,,3,2
400278460,2,home,home,,-5.0,,2,3
400278461,2,home,home,,-5.5,,3,3
400278462,2,home,home,,-4.0,,2,3
400278463,2,home,home,,-7.0,,3,3
400278464,2,home,home,,-13.5,,3,3
400278465,2,away,away,,5.5,,3,3
400278466,2,away,away,,-3.5,,3,3
400278467,2,away,away,,5.0,,2,2
400278468,2,home,home,,-9.5,,2,3
400278469,2,away,away,,-6.5,,2,3
400278470,2,home,home,,-3.5,,2,3
400278471,2,home,home,,1.0,,1,3
400278472,2,away,away,,-3.0,,3,3
400278473,2,home,home,,-7.0,,3,3
400278474,2,home,home,,-2.0,,2,2
400278475,2,home,home,,-3.0,,2,2
400278476,2,home,home,,2.5,,3,3
400278477,2,home,home,,-9.0,,3,3
400278478,2,away,away,,2.0,,3,2
400278479,2,away,away,,8.0,,3,3
400278480,2,home,home,,5.0,,2,3
400278481,2,away,away,,4.0,,2,3
400278482,2,home,home,,6.0,,3,3
400278483,2,away,away,,-5.5,,3,3
400278484,2,away,away,,-5.5,,3,4
400278485,2,away,away,,-4.0,,3,3
400278486,2,away,away,,-2.0,,2,3
400278487,2,away,away,,-5.5,,3,2
400278488,2,away,away,,-4.5,,2,3
400278489,2,home,home,,2.0,,3,3
400278490,2,home,home,,-11.0,,3,3
400278491,2,home,away,,-9.0,,3,2
400278492,2,home,home,,5.0,,3,3
400278493,2,home,away,,-9.0,,3,3
400278494,2,away,away,,-3.0,,3,3
400278495,2,away,away,,4.0,,2,2
400278496,2,away,home,,2.5,,3,3
400278497,2,home,home,,-11.0,,2,3
400278498,2,home,home,,-0.0,,3,3
400278499,2,home,home,,-0.0,,3,4
400278500,2,away,away,,-8.5,,2,3
400278501,2,home,home,,-2.5,,3,2
400278502,2,home,away,,-6.0,,2,2
400278503,2,home,home,,-5.0,,3,3
400278504,2,away,away,,-1.5,,3,3
400278505,2,home,home,,-9.5,,2,3
400278506,2,home,tie,,-10.0,,3,3
400278507,2,away,away,,-4.5,,3,3
400278508,2,away,away,over,3.0,200.0,3,4
400436572,2,home,,,,,0,0
400278509,2,away,away,,-3.5,,1,1
400278510,2,away,away,,-6.0,,1,1
400278511,2,home,away,,-6.0,,1,1
400278512,2,away,away,,3.0,,1,0
400278513,2,away,away,,-1.5,,1,1
400278514,2,home,tie,,-7.0,,1,1
400278515,2,home,home,,-4.0,,1,0
400278516,2,away,home,,8.5,,1,1
400278517,2,away,away,,-5.0,,1,0
400278518,2,away,away,,-1.0,,1,1
400278519,2,away,away,,3.0,,1,1
400278521,2,home,home,,-4.0,,0,0
400278520,2,home,home,,-0.0,,0,1
400278522,2,away,away,,5.0,,0,1
400278523,2,away,away,,-3.5,,1,1
400278524,2,home,home,,3.5,,0,1
400278525,2,home,home,,-3.5,,0,0
400278526,2,home,home,,-9.0,,0,1
400278527,2,home,home,,-7.5,,1,1
400278528,2,home,home,,-9.5,,1,1
400278529,2,away,away,,3.0,,1,1
400278530,2,away,away,,-3.5,,0,1
400278531,2,home,home,,2.5,,2,1
400278532,2,home,home,,3.5,,1,1
400278533,2,away,away,,6.0,,2,2
400278534,2,home,home,,-9.5,,1,2
400278535,2,away,away,,-3.0,,2,1
400278536,2,home,home,,-9.0,,1,1
400278537,2,home,away,,-11.5,,2,2
400278538,2,away,away,,1.0,,2,1
400278539,2,home,home,,-12.0,,1,1
400278540,2,away,away,,-0.0,,2,2
400278541,2,home,away,,-10.0,,1,1
400278542,2,home,home,,2.5,,2,2
400278543,2,home,home,,2.0,,2,2
400278544,2,away,away,,8.5,,3,2
400278545,2,away,away,,4.5,,3,1
400278546,2,away,away,,6.0,,1,2
400278547,2,away,away,,3.5,,3,2
400278548,2,away,away,,-3.5,,2,2
400278549,2,home,home,,-10.0,,1,1
400278550,2,away,away,,-3.0,,2,2
400278552,2,away,home,,2.5,,2,3
400278553,2,home,away,,-13.5,,2,1
400278554,2,home,home,,-6.0,,3,2
400278551,2,away,away,,3.5,,3,3
400278555,2,home,away,,-9.0,,2,2
400278556,2,away,away,,8.5,,3,3
400278557,2,home,home,,-1.0,,2,3
400278558,2,home,home,,-8.5,,2,3
400278559,2,away,away,,-3.5,,3,3
400278560,2,away,away,,2.0,,4,3
400278561,2,home,home,,-6.0,,3,3
400278562,2,away,away,,-5.0,,2,4
400278563,2,away,away,,-11.5,,3,3
400278564,2,home,home,,-8.0,,3,3
400278565,2,home,away,,-14.5,,4,2
400278566,2,away,away,,-9.0,,3,3
400278567,2,away,away,,-2.0,,3,3
400278568,2,away,away,,-5.0,,3,2
400278569,2,home,away,,-4.5,,3,3
400278570,2,home,home,,-15.5,,2,3
400278571,2,away,away,,2.5,,3,3
400278572,2,home,home,,1.5,,3,2
400278574,2,away,away,tie,-6.5,191.0,3,3
400278573,2,home,away,,-8.5,,2,3
400278575,2,home,tie,,-6.0,,2,3
400278576,2,away,away,,-7.0,,2,2
400278577,2,home,home,,-13.0,,2,3
400278578,2,away,away,,-16.0,,3,3
400278579,2,away,away,,-5.0,,2,3
400278580,2,away,away,,-5.0,,2,3
400278581,2,away,away,,-0.0,,3,2
400278582,2,home,home,,-8.0,,3,3
400278583,2,home,home,,-10.0,,3,3
400278584,2,away,away,,2.5,,2,3
400278585,2,away,away,,2.0,,3,2
400278586,2,away,home,,8.5,,3,2
400278587,2,home,home,,-3.0,,2,3
400278589,2,away,away,,7.0,,4,3
400278588,2,home,away,,-8.0,,3,2
400278590,2,away,away,,-3.5,,2,3
400278591,2,home,away,,-6.0,,3,3
400278592,2,home,home,,-14.5,,2,3
400278593,2,home,home,,-9.0,,3,2
400278594,2,home,home,,3.5,,3,3
400278595,2,home,home,,-0.0,,3,2
400278596,2,home,home,,-2.0,,3,3
400278597,2,home,home,,-5.0,,3,3
400278598,2,home,home,,-6.0,,2,3
400278599,2,home,home,,-8.5,,2,2
400278600,2,away,away,,1.5,,3,2
400278601,2,away,away,,-1.5,,3,3
400278602,2,home,away,,-5.5,,3,3
400278603,2,away,away,,8.0,,3,3
400278604,2,home,home,,-6.0,,3,2
400278605,2,home,home,,-5.5,,2,3
400278606,2,home,home,,-11.0,,2,3
400278607,2,home,away,,-6.5,,3,3
400278608,2,home,away,,-6.0,,2,3
400278609,2,away,away,,2.5,,3,3
400278610,2,home,away,,-4.5,,3,2
400278611,2,away,away,,-9.0,,3,4
400278612,2,away,away,,10.0,,3,3
400278613,2,home,home,,-9.0,,2,3
400278614,2,home,home,,-12.0,,2,3
400278615,2,home,home,,-6.0,,4,3
400278616,2,away,away,,1.0,,3,1
400278617,2,home,home,,-8.0,,3,2
400278618,2,away,tie,,7.0,,3,3
400278619,2,away,away,,8.5,,3,2
400278620,2,home,home,,1.0,,2,2
400278621,2,away,away,,-8.5,,3,2
400278622,2,home,home,,-8.0,,3,4
400278623,2,home,away,,-16.0,,3,3
400278624,2,away,away,,3.0,,2,3
400278625,2,home,away,,-7.0,,2,2
400278626,2,away,away,,1.5,,2,3
400278627,2,home,home,,3.5,,3,2
400278628,2,home,home,,-2.0,,2,2
400278629,2,home,home,,-8.0,,2,3
400278630,2,away,away,,-0.0,,1,3
400278631,2,home,home,,-9.0,,3,2
400278632,2,home,away,,-11.0,,3,3
400278633,2,away,home,,7.0,,4,3
400278634,2,home,home,,-3.5,,3,3
400278635,2,away,away,,14.0,,3,3
400278636,2,away,away,,9.0,,3,2
400278638,2,home,home,,-5.5,,2,2
400278639,2,away,home,,3.5,,2,2
400278640,2,away,away,,3.5,,2,2
400278637,2,home,tie,,-5.0,,2,3
400278641,2,home,away,,-14.0,,3,4
400278642,2,home,away,,-4.0,,3,2
400278643,2,away,away,,-10.5,,2,3
400278644,2,home,home,,-5.0,,3,1
400278645,2,home,away,,-7.0,,3,3
400278646,2,away,away,,-2.5,,3,2
400278647,2,away,away,,-4.0,,4,2
400278648,2,home,home,,-7.5,,3,3
400278649,2,home,home,,-10.5,,2,3
400278650,2,home,home,,-7.5,,2,2
400278651,2,home,home,,-13.0,,3,2
400278652,2,home,home,,7.0,,2,3
400278653,2,away,away,,-4.5,,3,2
400278654,2,home,home,,-10.0,,3,3
400278655,2,home,home,,-6.5,,4,3
400278656,2,home,away,,-6.0,,3,3
400278657,2,home,home,,3.5,,3,3
400278658,2,home,home,,-6.0,,3,3
400278659,2,home,tie,,-2.0,,2,3
400278660,2,away,away,,6.5,,2,3
400278661,2,away,away,,-1.0,,3,3
400278662,2,home,home,,-13.0,,2,2
400278663,2,home,home,,3.0,,4,3
400278664,2,home,home,,-2.5,,2,4
400278665,2,home,home,,-9.5,,3,3
400278666,2,away,away,,7.5,,3,3
400278667,2,home,home,,-3.5,,3,3
400278668,2,home,home,,10.0,,3,4
400278669,2,away,away,,6.5,,3,4
400278670,2,home,home,,-1.0,,3,3
400278671,2,home,home,,-6.0,,4,3
400278672,2,home,home,,-10.0,,3,3
400278673,2,away,away,,-1.5,,3,3
400278674,2,home,home,,10.0,,3,3
400278675,2,away,away,,1.5,,3,3
400278676,2,away,home,,9.0,,4,4
400278677,2,home,home,,1.0,,4,3
400278678,2,home,home,,-14.5,,3,3
400278679,2,home,home,,-5.5,,4,3
400278680,2,home,home,,-2.5,,4,4
400278681,2,home,home,,-12.0,,2,3
400278682,2,home,home,,-12.5,,4,3
400278683,2,home,home,,3.5,,2,2
400278684,2,home,home,,-7.0,,3,3
400278685,2,away,away,,-6.0,,2,3
400278686,2,home,away,,-12.5,,3,3
400278687,2,home,away,,-8.0,,3,3
400278688,2,home,home,,-4.0,,3,3
400278689,2,home,home,,-12.5,,3,3
400278690,2,home,home,,-4.0,,4,3
400278691,2,away,away,,-10.0,,3,4
400278692,2,home,home,,-7.5,,4,4
400278693,2,home,away,,-14.5,,2,4
400278694,2,home,away,,-15.5,,3,2
400278695,2,away,away,,6.0,,4,3
400278696,2,home,home,,-9.0,,3,2
400278697,2,home,away,,-7.5,,3,3
400278698,2,away,away,,-6.0,,3,2
400278699,2,home,home,,-6.0,,4,4
400278700,2,home,home,,-14.0,,3,3
400278701,2,home,home,,6.0,,3,3
400278702,2,home,away,,-12.0,,3,2
400278703,2,home,home,,-1.5,,2,3
400278704,2,home,home,,-10.0,,2,3
400278705,2,away,away,,6.5,,2,3
400278706,2,home,away,,-10.5,,4,2
400278707,2,home,tie,,-13.0,,2,3
400278708,2,away,away,,-6.5,,2,3
400278709,2,home,home,,2.0,,3,2
400278710,2,away,away,,5.5,,3,3
400278711,2,away,away,,-4.0,,1,3
400278712,2,home,home,,-9.5,,3,1
400278713,2,home,away,,-1.5,,2,3
400278714,2,home,home,,6.5,,3,4
400278715,2,away,away,,6.5,,3,3
400278716,2,away,away,,-4.0,,3,4
400278717,2,away,away,,4.5,,3,1
400278718,2,away,home,,6.0,,2,3
400278719,2,away,home,,2.5,,2,2
400278720,2,home,home,,-13.0,,4,4
400278721,2,away,away,,3.0,,2,3
400278722,2,home,home,,3.5,,3,3
400278723,2,away,away,,-10.0,,2,3
400278724,2,home,home,,-11.0,,4,2
400278725,2,home,home,,-6.0,,2,3
400278726,2,away,away,,-8.5,,3,3
400278727,2,home,home,,9.5,,2,2
400278728,2,home,home,,7.0,,3,2
400278729,2,away,home,,11.0,,3,3
400278730,2,home,home,,-10.0,,4,3
400278731,2,home,home,,-5.0,,3,2
400278732,2,home,home,,1.5,,3,3
400278733,2,home,home,,3.0,,3,2
400278734,2,home,away,,-8.0,,2,2
400278735,2,away,away,,-4.5,,4,2
400278736,2,home,home,,-8.5,,2,3
400278737,2,away,away,,-0.0,,3,3
400278738,2,home,home,,-10.0,,2,2
400278739,2,away,away,,-5.0,,2,3
400278740,2,home,away,,-14.0,,3,3
400278741,2,home,away,,-4.5,,2,3
400278742,2,away,away,,-2.5,,2,3
400278743,2,away,home,,10.5,,4,4
400278744,2,home,home,,-7.0,,3,4
400278745,2,away,away,,-7.5,,3,3
400278746,2,home,away,,-16.0,,4,2
400278747,2,home,home,,5.0,,3,3
400278748,2,home,home,,-13.0,,2,3
400278749,2,home,home,,-4.0,,3,2
400278750,2,home,away,,-10.0,,2,3
400278751,2,away,away,,-4.5,,2,3
400278752,2,away,away,,-9.0,,2,2
400278753,2,away,home,,3.0,,2,3
400278754,2,home,home,,-6.0,,4,3
400278755,2,home,home,,1.0,,2,3
400278756,2,home,away,,-8.5,,3,3
400278757,2,home,away,,-15.0,,3,3
400278758,2,home,away,,-8.0,,2,3
400278759,2,home,home,,-8.5,,2,3
400278760,2,away,away,,-3.5,,3,4
400278761,2,home,home,,-18.5,,3,3
400278762,2,home,home,,1.5,,2,2
400278763,2,home,home,,-12.5,,3,4
400278764,2,away,away,,-0.0,,3,2
400278765,2,home,away,,-6.5,,3,3
400278766,2,away,home,,4.5,,3,2
400278767,2,away,away,,-1.5,,3,2
400278768,2,home,home,,3.0,,3,4
400278769,2,away,away,,12.5,,3,4
400278770,2,home,away,,-7.5,,3,3
400278771,2,home,home,,6.5,,2,3
400278772,2,home,home,,-8.5,,3,3
400278773,2,home,home,,-1.0,,2,1
400278774,2,away,away,,-2.0,,3,3
400278775,2,away,away,,-2.0,,2,3
400278776,2,home,home,,-1.0,,3,2
400278777,2,away,away,,3.0,,2,3
400278778,2,home,home,,-1.0,,4,2
400278779,2,home,home,,-4.0,,2,2
400278780,2,away,home,,3.0,,1,4
400278781,2,home,home,,-1.5,,3,4
400278782,2,home,home,,5.0,,3,3
400278783,2,away,away,,5.0,,2,2
400278784,2,away,away,,-1.5,,2,3
400278785,2,home,home,,5.0,,2,3
400278786,2,away,home,,5.0,,4,2
400278787,2,home,home,,5.0,,2,3
400278788,2,home,home,,-10.0,,3,2
400278789,2,away,away,,-10.0,,2,3
400278790,2,away,away,,-2.5,,3,2
400278791,2,home,home,,-2.0,,2,3
400278792,2,away,away,,-3.5,,3,3
400278793,2,away,away,,1.5,,3,3
400278794,2,home,home,,3.0,,2,4
400278795,2,home,home,,-2.0,,4,3
400278796,2,home,away,,-13.5,,3,3
400278797,2,away,away,,1.5,,2,2
400278798,2,away,away,,1.0,,2,3
400278799,2,home,home,,-5.5,,3,2
400278800,2,away,away,,8.0,,2,3
400278801,2,home,home,,8.5,,3,2
400278802,2,home,away,,-4.5,,2,3
400278803,2,home,home,,-8.0,,3,3
400278804,2,away,away,,-3.5,,2,3
400278805,2,home,away,,-4.0,,3,3
400278806,2,home,away,,-12.0,,4,3
400278807,2,home,away,,-9.5,,4,2
400278808,2,home,home,,-2.0,,2,3
400278809,2,away,away,,5.5,,3,3
400278810,2,away,away,,5.5,,2,2
400278811,2,home,home,,-5.0,,3,3
400278812,2,away,home,,10.5,,3,3
400278813,2,away,away,,1.5,,3,3
400278814,2,home,home,,-9.0,,2,2
400278815,2,home,home,,-3.5,,3,2
400278816,2,home,home,,-6.0,,3,2
400278817,2,home,away,,-9.0,,2,2
400278818,2,away,away,,-1.5,,2,3
400278819,2,home,home,,-6.5,,3,3
400278820,2,away,away,,-6.5,,3,3
400278821,2,home,away,,-10.0,,3,3
400278822,2,home,home,,-10.5,,3,3
400278823,2,home,away,,-3.5,,3,3
400278824,2,home,away,,-12.5,,3,3
400278825,2,home,home,,-3.0,,3,3
400278826,2,home,home,,-8.5,,3,3
400278827,2,away,away,,-4.0,,4,3
400278828,2,home,home,,-1.0,,3,3
400278829,2,away,away,,-8.0,,3,2
400278830,2,home,home,,-5.0,,3,2
400278831,2,home,home,,-4.5,,3,4
400278832,2,home,home,,4.0,,3,2
400278833,2,away,away,,-3.5,,3,2
400278834,2,away,away,,1.0,,3,3
400278835,2,home,away,,-8.5,,3,3
400278836,2,away,away,,-7.5,,3,3
400278837,2,home,tie,,-14.0,,3,3
400278838,2,away,away,,-1.0,,3,1
